# format:aut|changed|aut_name|org_id|source
20220|20120224|INDIAN-WELLS|IWVI-ARIN|ARIN
20221|20120224|IATA|IATA-ARIN|ARIN
20222|20120224|PLTE|PLTE-ARIN|ARIN
20223|20120320|CBSITE-QTW|CAREE-12-ARIN|ARIN
20224|20120302|WHIPP1-AS1|WHIPP-1-ARIN|ARIN
20225|20120224|TELJET|TELJET-ARIN|ARIN
20226|20120224|ROADWAY-EXPRESS|ROADWA-2-ARIN|ARIN
20227|20120302|ACCIDENTFUND-NET|AFICA-ARIN|ARIN
20228|20130402|NTUA|NTUA-2-ARIN|ARIN
20229|20120320|MERRICK-AS|MERRIC-7-ARIN|ARIN
20230|20141212|CARRINGTON-MS-LLC-2007|CMSL-11-ARIN|ARIN
20231|20110607|ROADRUNNER-CENTRAL|RRMA-ARIN|ARIN
20233|20131022|TBWA-WORLDWIDE-NA|ASF-21-ARIN|ARIN
20234|20120224|HNTB|HNTBCO-10-ARIN|ARIN
20235|20120302|MYLANP-AS|MYLANP-ARIN|ARIN
20236|20120302|BEAL-SERVICE-CORPORATION|BSC-94-ARIN|ARIN
20237|20120224|KUBRA|KDTL-2-ARIN|ARIN
20238|20120320|ITC-LGCA-ORG|LGCA-3-ARIN|ARIN
20239|20120302|MNPOWER-ASN|MINNES-1-ARIN|ARIN
20240|20120302|VENTURAFOODS|VFL-1-ARIN|ARIN
20241|20120224|TAEC|TAEC-1-ARIN|ARIN
20242|20120910|GCO-HQ|GENES-109-ARIN|ARIN
20243|20120302|UVI|UVI-ARIN|ARIN
20244|20040217||@aut-20244-LACNIC|LACNIC
20245|20120320|VONAGE-20245|VONAG-ARIN|ARIN
20246|20120224|AS-IMS|IIMS-ARIN|ARIN
20247|20120320|IC531954|MERCYC-ARIN|ARIN
20248|20120224|TAKE2|T2H-ARIN|ARIN
20249|20000101|Jefferies-International-Limited-AS|@aut-20249-RIPE|RIPE
20250|20120320|RMWC-NET|RWC-2-ARIN|ARIN
20251|20120302|SOLARWINDSAUSTIN|SOLAR-16-ARIN|ARIN
20252|20120224|JSIWMC|JOANAN-ARIN|ARIN
20253|20120302|VISA-DPS|VDPS-ARIN|ARIN
20254|20120224|FRML-ASN|FORER-ARIN|ARIN
20255|20030808||@aut-20255-LACNIC|LACNIC
20256|20040217||@aut-20256-LACNIC|LACNIC
20257|20140821|FTC-INET|FTEL-ARIN|ARIN
20258|20120302|ANALOG-DEVICES|ANALOG-3-ARIN|ARIN
20259|20120302|CVW-1|CVT-2-ARIN|ARIN
20261|20120302|MSA-CORP|MSA-52-ARIN|ARIN
20262|20120302|DON-JARVIS|DIL-41-ARIN|ARIN
20263|20120302|ZYEDGE|ZYEDG-ARIN|ARIN
20264|20120302|WEBAIR-INTERNET-2|WAIR-ARIN|ARIN
20265|20010413|UMR|UMR-1-ARIN|ARIN
20266|20130306||@aut-20266-LACNIC|LACNIC
20267|20120224|INTERNETSERVER|ISC-42-ARIN|ARIN
20268|20121004|BAKERPH|BAKERC-ARIN|ARIN
20269|20120224|INI-DEL|INDEP-74-ARIN|ARIN
20270|20120224|K2-ADVISORS|KAL-16-ARIN|ARIN
20271|20120302|WINDWIRELESS|DOGEAR-ARIN|ARIN
20272|20120302|AS-BTVC|BTVC-ARIN|ARIN
20273|20120224|PMCNET|PCL-69-ARIN|ARIN
20274|20111208|FVCC-AS|FVCC-1-ARIN|ARIN
20275|20140214|PCA-LATNY|PCAL-7-ARIN|ARIN
20276|20120224|GDVL|GDVL-ARIN|ARIN
20277|20070911|TECHSPACE-OC2|TECHSP-9-ARIN|ARIN
20278|20140812|NEXEON|NEXEO-2-ARIN|ARIN
20279|20120302|ESC-REGION12|ESCR1-5-ARIN|ARIN
20280|20120716|CORPUS-CHRISTI-ISD-AS1|CCI-25-ARIN|ARIN
20281|20130920|NEXTLEVEL-LV|NXLI-ARIN|ARIN
20283|20120302|CTC-INTERNET-MN|COTC-ARIN|ARIN
20284|20120224|INETUASN1|INU-ARIN|ARIN
20285|20130402|INFINITECAMPUS|IC-201-ARIN|ARIN
20286|20120302|AMERICAN-COLLEGE-OF-CARDIOLOGY-DC|ACC-12-ARIN|ARIN
20287|20120320|OFINY|OPPENH-7-ARIN|ARIN
20288|20120302|UBARRY-NET|UBP-5-ARIN|ARIN
20289|20120224|AS-ISGNOC|ISGTE-1-ARIN|ARIN
20290|20100602|RCML-9|RCML-9-ARIN|ARIN
20291|20141124|3TSYSTEMS|TSL-212-ARIN|ARIN
20292|20120324|WEST-B2B-DEN06|WESTCO-32-ARIN|ARIN
20293|20120302|WU|WESTE-48-ARIN|ARIN
20294|20000101|MTN-UGA|@aut-20294-RIPE|RIPE
20295|20120224|FILERTELEPHONE|FMT-15-ARIN|ARIN
20296|20120302|EXPEDIA-ARIN|EXPEDI-9-ARIN|ARIN
20297|20040217||@aut-20297-LACNIC|LACNIC
20298|20120224|TIBBANK|TBK-1-ARIN|ARIN
20299|20010420||@aut-20299-LACNIC|LACNIC
20300|20120302|WT-AS1|WT-1-ARIN|ARIN
20301|20100803|NASA-PROTO-NET|NASA-ARIN|ARIN
20302|20120302|CITY-OF-PALM-COAST|CPC-140-ARIN|ARIN
20303|20120302|DINET-01|DESER-15-ARIN|ARIN
20304|20111111|GSC-TALLAHASSEE|GSCTF-ARIN|ARIN
20305|20040217||@aut-20305-LACNIC|LACNIC
20306|20120302|ADELPHI|ADELPH-ARIN|ARIN
20307|20140122|MLESS|MOTHE-19-ARIN|ARIN
20308|20120302|STARTEKUSA|STTK-ARIN|ARIN
20309|20120320|NASDAQ-OMX-20309|NOG-5-ARIN|ARIN
20310|20141110|ITW-CORPORATE|ITW-2-ARIN|ARIN
20311|20121108|VALERO|VCS-48-ARIN|ARIN
20312|20120924||@aut-20312-LACNIC|LACNIC
20313|20120302|SMSI|SMS-2-ARIN|ARIN
20314|20120302|CONAGRAFOODS|CONAGR-4-ARIN|ARIN
20315|20120320|MCHENRY-COUNTY-AS1|MCHEN-1-ARIN|ARIN
20316|20120302|SECTOR-NET1|SECTOR-5-ARIN|ARIN
20317|20120224|TDECU|TDECU-1-ARIN|ARIN
20318|20120320|MOONGLOBAL|MGN-4-ARIN|ARIN
20319|20120302|DALTON-U|DALTON-9-ARIN|ARIN
20320|20120302|EVENLINK|EVENL-ARIN|ARIN
20321|20040217||@aut-20321-LACNIC|LACNIC
20322|20120302|CIFG-AS|CIFGS-ARIN|ARIN
20323|20120224|KC-DATA-CENTER-1|JCT-14-ARIN|ARIN
20324|20120302|ORMUC|ORMUC-ARIN|ARIN
20325|20120710|PATELCOCU|PCU-7-ARIN|ARIN
20326|20120224|TERASWITCH|TERAS-2-ARIN|ARIN
20327|20120224|FORBES-COM|FORBES-8-ARIN|ARIN
20328|20120320|COMSPAN-BANDON|CBNL-ARIN|ARIN
20329|20131004|DIAMONDNET|SMA-42-ARIN|ARIN
20330|20010424|NYS-UNIFIED-COURTS|NYSUC-ARIN|ARIN
20331|20140616|AS-20331|OFC-ARIN|ARIN
20332|20120302|SFSLTD|SFSL-ARIN|ARIN
20333|20120803|OPSUS-NET|PPIL-4-ARIN|ARIN
20334|20120302|EPICTOUCH-AS-1|EPICT-4-ARIN|ARIN
20335|20120302|CAMAC-TX|CE-1-ARIN|ARIN
20336|20120302|NYSDOT|NYSDT-ARIN|ARIN
20337|20141007|SUNYPOLY-ASN|SIT-5-ARIN|ARIN
20338|20120302|MYTELASN|MYTEL-ARIN|ARIN
20339|20120716|RR-CENTRAL|RR-20-ARIN|ARIN
20340|20120320|APPIA-COMMUNICATIONS|ISPHON-1-ARIN|ARIN
20341|20120224|HURRICANE-LABS-207-166-205-0|HLL-8-ARIN|ARIN
20342|20120224|GATEH-4-ASN|GATEH-4-ARIN|ARIN
20343|20130823|PEPPERDINE|PEPPER-ARIN|ARIN
20344|20120302|SMTUSA-AS|SMTL-1-ARIN|ARIN
20345|20040217||@aut-20345-LACNIC|LACNIC
20346|20120302|SOC-OF-ACTUARIES1|SOCIET-17-ARIN|ARIN
20347|20120224|ILINK|ILINK-6-ARIN|ARIN
20348|20140122|OFS-BRANDS|OBH-5-ARIN|ARIN
20349|20120302|CFRDC-MFICORE|CFRD-ARIN|ARIN
20350|20120224|TDS-INTERNET-AS|TDST-ARIN|ARIN
20351|20120302|PARTS123|CONNEC-133-ARIN|ARIN
20352|20120320|LHS|LHS-14-ARIN|ARIN
20353|20120302|ADAGE-CAPITAL---ASN|ACPL-8-ARIN|ARIN
20354|20120302|ATOMSPLASH|AL-2-ARIN|ARIN
20355|20120302|NTG-AS|NTG-19-ARIN|ARIN
20356|20120302|BACAVALLEY-COM|SIERRA-45-ARIN|ARIN
20357|20141208|BAJA-UT-NM-CO|TDST-ARIN|ARIN
20358|20141013|GG-SUGARSHACK|ASL-203-ARIN|ARIN
20359|20120224|PREFERREDMUTUALINSURANCECOMPANY|PMI-38-ARIN|ARIN
20360|20140128|OPPOBOX|OPPOB-ARIN|ARIN
20361|20040217||@aut-20361-LACNIC|LACNIC
20362|20120224|THOMSON-THOMSON|THOMSO-11-ARIN|ARIN
20363|20100818||@family-5641|LACNIC
20364|20120224|LMS-NA|LEICAM-ARIN|ARIN
20365|20121116|GWMC-AS2|GLOBA-245-ARIN|ARIN
20366|20120320|LINKEDIN-1|LINKE-1-ARIN|ARIN
20367|20120224|ONNETSECURE|REALW-ARIN|ARIN
20368|20120911|SMART-CITY-INDIANAPOLIS|SCNC-1-ARIN|ARIN
20369|20130604|GDC-CBGAS1|GLOBA-358-ARIN|ARIN
20370|20120224|MARCHO-2|MARCHO-2-ARIN|ARIN
20371|20120224|LIBGO|LIBGOT-ARIN|ARIN
20372|20120730|GOBIERNOPR-AS|OFFM-ARIN|ARIN
20373|20130102|KITD-AS|KD-12-ARIN|ARIN
20374|20120224|FOX-INC|TCF-1-ARIN|ARIN
20375|20121023|TEKSAVVY-WEST|TEKSAV-ARIN|ARIN
20376|20120224|HUBRIS|HUBC-ARIN|ARIN
20377|20120302|MLODE-COM|MLI-16-ARIN|ARIN
20379|20120224|NET-BAKER|BAKERC-ARIN|ARIN
20380|20120302|APEX-SYSTEMS-INC|APEXS-6-ARIN|ARIN
20381|20010501|CABLELABS|CTL-12-ARIN|ARIN
20382|20120302|XOTECH|XOTEC-ARIN|ARIN
20383|20120302|EXCHANGEBANK-AS|EB-ARIN|ARIN
20384|20120302|NWLRBD|NEWELL-6-ARIN|ARIN
20385|20120302|ACCESSLINE-COM-1000|ACCESS-180-ARIN|ARIN
20386|20120302|MOVE-VAN|MOVES-ARIN|ARIN
20387|20120302|CBR-TS-AND-CBR-SF|CBRSY-ARIN|ARIN
20388|20120224|GLORIAD|GLORI-ARIN|ARIN
20389|20141031|AZSTCU|ASSCU-1-ARIN|ARIN
20390|20120224|FSS|FSS-ARIN|ARIN
20391|20120224|PRGPARKING-DOMAIN|PPML-ARIN|ARIN
20392|20120302|WESTPANET|WESTPA-ARIN|ARIN
20393|20120224|BEANSTALK|BEANST-ARIN|ARIN
20394|20120224|MASHELL-TELECOM|MASHE-ARIN|ARIN
20395|20120320|MEDFUSION-LEWISVILLE|MFL-16-ARIN|ARIN
20396|20120224|FIDMXV15|FIDM-3-ARIN|ARIN
20397|20120302|BOXLAKE|BLN-1-ARIN|ARIN
20398|20120302|CNCS-AS|CNCS-2-ARIN|ARIN
20399|20120302|ASN-NET|ADSN-ARIN|ARIN
20400|20120302|CUDIRECTCORPORATION|CDC-98-ARIN|ARIN
20401|20120224|HOSTWAY-1|HSWY-ARIN|ARIN
20402|20120302|OSRAM-SYLVANIA|OSRAMS-1-ARIN|ARIN
20403|20130808|DSL-ONLY-PDX|DSLONL-ARIN|ARIN
20404|20130307|AS20404|NE-29-ARIN|ARIN
20405|20120302|EPLICA-AS|EPLIC-ARIN|ARIN
20406|20120302|BRASLINK|BRASLI-2-ARIN|ARIN
20407|20120224|ASN-FBMC-WDM-IA|FARMB-2-ARIN|ARIN
20408|20120302|NTTA|NTTAN-ARIN|ARIN
20409|20120302|AUTONATION-ASP2|AUTON-2-ARIN|ARIN
20410|20120302|DACD-MARINADELREY|SCA-57-ARIN|ARIN
20411|20120224|GSSLK|GOLDM-ARIN|ARIN
20412|20130319|WOW-INTERNET|WOPW-ARIN|ARIN
20413|20120302|CCIU-1|CCIU-ARIN|ARIN
20414|20120224|HWASN|HUNTO-2-ARIN|ARIN
20415|20070907|COUNCILROCKSD-PA|CRSD-1-ARIN|ARIN
20416|20140610|GCC-01|GCC-58-ARIN|ARIN
20417|20120207|FPSSI|FSSL-1-ARIN|ARIN
20418|20040315||@aut-20418-LACNIC|LACNIC
20419|20120302|NETBLK-DMRCOM|DMRCO-2-ARIN|ARIN
20420|20120224|BBCC-AS|BBR-8-ARIN|ARIN
20422|20131227|PARMA-COMMUNITY-GENERAL-HOSPITAL|PARMAH-ARIN|ARIN
20423|20120302|SUQUAMISH-TRIBE|SUQUA-ARIN|ARIN
20424|20131203|AMERICAN-STOCK-EXCHANGE-LLC|ASEL-ARIN|ARIN
20425|20120224|AS-INTEGRAL|IG-ARIN|ARIN
20426|20120224|PWC-AS|PRICEW-16-ARIN|ARIN
20427|20120924|AAAE|AAAE-ARIN|ARIN
20428|20140702|GLOWPOINT-AS|GLOWP-ARIN|ARIN
20430|20120302|AXCESS-FINANCIAL|AXCES-ARIN|ARIN
20431|20021125|SUREWEST-20431|SUREW-ARIN|ARIN
20432|20120302|ASN-SCBC-1|SCBC-5-ARIN|ARIN
20433|20120302|TL-MABOS|CENGA-5-ARIN|ARIN
20434|20140625|FIRSTBEST|FS-198-ARIN|ARIN
20435|20120224|ROSE-GROVE-CAPITAL-MANAGEMENT-LLC-ASN|RGCML-ARIN|ARIN
20436|20120224|PGTC-COM|PGRV-ARIN|ARIN
20437|20120830|AS20437|NMI-20-ARIN|ARIN
20438|20120224|LAQUINTA|LQI-ARIN|ARIN
20439|20120224|PLANO-DATACENTER-AS|INTUIT-ARIN|ARIN
20440|20120302|BITTO-AS1|BITTO-ARIN|ARIN
20441|20120302|AFFINA-AS-1|AFFIN-12-ARIN|ARIN
20442|20120302|YNHHSC|YHHSC-1-ARIN|ARIN
20443|20120302|ONE-BUCKHEAD|OBLCA-1-ARIN|ARIN
20444|20120224|INSTILL-CORP-AS1|INSTIL-5-ARIN|ARIN
20445|20120224|HDT|HDT-6-ARIN|ARIN
20446|20120224|HIGHWINDS3|HNG-3-ARIN|ARIN
20447|20120320|CADMUSCOMMNET|CADMUS-7-ARIN|ARIN
20448|20120302|VPNTRANET-LLC|VPNT-ARIN|ARIN
20449|20130402|RANDOLPHHOSPITAL|RH-35-ARIN|ARIN
20450|20120224|THL16-ASN|THL-16-ARIN|ARIN
20451|20120224|KEYSTONE-PEER-REVIEW|KPRO-1-ARIN|ARIN
20452|20120302|BSU|BSU-4-ARIN|ARIN
20453|20140728|RCP-WIRELESS|RCP-35-ARIN|ARIN
20454|20101018|SSASN2|SSL-65-ARIN|ARIN
20455|20120302|NRTC-ORG|NRTC-ARIN|ARIN
20456|20121214|T6-BROADBAND|JABWI-ARIN|ARIN
20457|20120224|INACOM-MADISON-WI-USA|IISM-1-ARIN|ARIN
20458|20120302|ASN1|CASSE-3-ARIN|ARIN
20459|20130507|TELECOM-NAMIBIA-AS|ORG-TN2-AFRINIC|AFRINIC
20460|20130121|MYTHOSTECH|TFBNET-ARIN|ARIN
20461|20120302|MYPT-SCH|UNITED-3-ARIN|ARIN
20462|20130416|ESI-NETA|ES-193-ARIN|ARIN
20463|20120302|EZYIELD|EY-ARIN|ARIN
20464|20120224|POLYCOM|POLYCO-5-ARIN|ARIN
20465|20140310|BILL-AS|BILLC-2-ARIN|ARIN
20466|20120302|WGBH-EDUCATIONAL-FOUNDATION|WEF-ARIN|ARIN
20467|20120302|SW-ORG-AS|SCOTTW-ARIN|ARIN
20468|20120302|WINDSTREAM-COMMUNICATIONS|WINDS-6-ARIN|ARIN
20469|20120224|TRIMETNET|TMTD-ARIN|ARIN
20470|20120302|DIRECTV-LOSANGELES|DIREC-28-ARIN|ARIN
20471|20120112|QCV-ASN-1|QCV-1-ARIN|ARIN
20472|20120302|SYNN|SYNN-ARIN|ARIN
20473|20120302|AS-CHOOPA|CHOOP-1-ARIN|ARIN
20474|20120302|NCIDATACOM|NCIDAT-1-ARIN|ARIN
20475|20131014|AS20475|GPL-60-ARIN|ARIN
20476|20120224|LVLT-20476|LVLT-ARIN|ARIN
20477|20131101|RANDOLPHTELEPHONE|RANDOL-7-ARIN|ARIN
20478|20140707|GENMILLS|GENERA-8-ARIN|ARIN
20479|20010514|TCF-ASN-TCF|TFC-3-ARIN|ARIN
20482|20000101||ORG-AI74-RIPE|RIPE
20483|20000101|EUROCOM|@aut-20483-RIPE|RIPE
20484|20000101|YallaOnline|@aut-20484-RIPE|RIPE
20485|20000101|TRANSTELECOM|ORG-CJSC19-RIPE|RIPE
20486|20000101||ORG-EA420-RIPE|RIPE
20487|20000101|ASN-CEDECRA|ORG-CA925-RIPE|RIPE
20488|20000101|KIEZ-AS|ORG-KIEZ1-RIPE|RIPE
20490|20000101||ORG-CSIC1-RIPE|RIPE
20491|20000101|ASWASKO|ORG-WS13-RIPE|RIPE
20492|20000101||ORG-UA16-RIPE|RIPE
20494|20000101|IPY-AS|ORG-IPO1-RIPE|RIPE
20495|20000101|WEDARE|@aut-20495-RIPE|RIPE
20497|20000101|INTERNIO-AS|ORG-ISS27-RIPE|RIPE
20499|20000101|IPC-AS|ORG-OI22-RIPE|RIPE
20500|20000101|GRIFFIN|ORG-GI4-RIPE|RIPE
20501|20000101||ORG-BDLS1-RIPE|RIPE
20504|20000101|RTL-AS|ORG-RA12-RIPE|RIPE
20505|20000101|Legal-and-General-Investment-Management-Limited|ORG-LAGI2-RIPE|RIPE
20506|20000101|SINGULAR-SOFTWARE|ORG-SS66-RIPE|RIPE
20507|20000101|InterNLnet|@aut-20507-RIPE|RIPE
20509|20000101||ORG-EGA12-RIPE|RIPE
20510|20000101|Nexum-AS|ORG-MBL1-RIPE|RIPE
20512|20000101|TEDICON|ORG-TG59-RIPE|RIPE
20513|20000101|CREPUNDIA|ORG-CREP1-RIPE|RIPE
20514|20000101|QBRANCH|ORG-QSA6-RIPE|RIPE
20515|20000101|INTERDON-AS|ORG-IL298-RIPE|RIPE
20516|20000101|SVUA|ORG-ISU1-RIPE|RIPE
20519|20000101|BALTNET|ORG-JR8-RIPE|RIPE
20520|20000101|CENTRIC-ACC|ORG-CT7-RIPE|RIPE
20521|20000101|ASN-BELLNET|@aut-20521-RIPE|RIPE
20522|20000101|SEVEN-Autonomous-System|ORG-SA38-RIPE|RIPE
20523|20000101||@aut-20523-RIPE|RIPE
20524|20000101|INEXESS-ASN|ORG-SITA9-RIPE|RIPE
20525|20000101|NOVLINE-AS|ORG-ON18-RIPE|RIPE
20526|20000101|INTEREUROPA-AS|ORG-IID3-RIPE|RIPE
20529|20000101|AS1_SAFETY-HOST|ORG-CISP1-RIPE|RIPE
20530|20000101|ANISP-ROMANIA|ORG-ANAI2-RIPE|RIPE
20532|20000101|BANH-AS|ORG-BHS1-RIPE|RIPE
20533|20000101|SAKHTEL-AS|ORG-STL6-RIPE|RIPE
20534|20000101|SEMACA-COMEXIM-SRL|ORG-SS126-RIPE|RIPE
20535|20000101|DE-INSAT|ORG-IG12-RIPE|RIPE
20537|20000101||ORG-ADNL1-RIPE|RIPE
20539|20000101|TCRS-AS|ORG-TCRS2-RIPE|RIPE
20540|20000101|WEBINN|ORG-WIS4-RIPE|RIPE
20541|20000101||ORG-GVS2-RIPE|RIPE
20542|20000101|HTV|ORG-FNL1-RIPE|RIPE
20544|20000101|EXTEL|ORG-ETC3-RIPE|RIPE
20545|20000101|GRENA-AS|@aut-20545-RIPE|RIPE
20546|20000101|SOPRADO-ANY|ORG-SG95-RIPE|RIPE
20547|20000101|SIXDG-AS|@aut-20547-RIPE|RIPE
20548|20000101|Latvijas_Republikas_Saeima|ORG-LRS3-RIPE|RIPE
20549|20000101|FREE-MPEI|ORG-MPEI1-RIPE|RIPE
20550|20000101|TCC-ONLINE-AS|ORG-STL52-RIPE|RIPE
20551|20000101||ORG-TEIO1-RIPE|RIPE
20552|20000101|HORYZONT|ORG-HTI1-RIPE|RIPE
20553|20000101|HPPOLAND-AS|ORG-HPP1-RIPE|RIPE
20554|20000101|IMIWEB-AS|ORG-IBS1-RIPE|RIPE
20555|20000101|WSISIZ-AS|ORG-WSIS1-RIPE|RIPE
20560|20000101|ASN-PC-DIREKT|ORG-PDSA1-RIPE|RIPE
20561|20000101|AS20561-INA|ORG-STAC1-RIPE|RIPE
20562|20000101|OPEN-PEERING-AS|@aut-20562-RIPE|RIPE
20563|20000101|AS20563|ORG-AOS1-RIPE|RIPE
20568|20000101|AH-CDN-AS|ORG-AT2-RIPE|RIPE
20569|20000101|AINAIP-AS|@aut-20569-RIPE|RIPE
20570|20000101|ASN-TSI-IPLS|ORG-TIG2-RIPE|RIPE
20571|20000101|EXOMI|ORG-ZF1-RIPE|RIPE
20572|20000101|GIESECKE|ORG-GDG1-RIPE|RIPE
20574|20000101|CSSHOSTING-AS|ORG-AA57-RIPE|RIPE
20576|20000101|GAZSVYAZ|@aut-20576-RIPE|RIPE
20577|20000101||ORG-TEL7-RIPE|RIPE
20578|20000101|KATELCO-AS|ORG-KA12-RIPE|RIPE
20579|20000101|NETLABPLUS|ORG-SA60-RIPE|RIPE
20580|20000101||ORG-TIN1-RIPE|RIPE
20581|20000101|MaximalNet_AS1|ORG-IJMM1-RIPE|RIPE
20583|20000101|ABNAMROKZ-AS|ORG-AA427-RIPE|RIPE
20585|20000101|VIEL-AS|ORG-EA651-RIPE|RIPE
20588|20000101|FVB|ORG-FBE1-RIPE|RIPE
20590|20000101|DEC-AS|ORG-DECL1-RIPE|RIPE
20591|20000101|AS-FOTR|ORG-FOOS1-RIPE|RIPE
20593|20000101||ORG-RL186-RIPE|RIPE
20594|20000101|MosaicDE-Atos|ORG-SAII1-RIPE|RIPE
20595|20000101|HELABA|@aut-20595-RIPE|RIPE
20597|20000101|ELTEL-AS|ORG-ES15-RIPE|RIPE
20598|20000101|CYBERSPACE-AS|@aut-20598-RIPE|RIPE
20601|20000101|HERCULES|ORG-HGS3-RIPE|RIPE
20602|20000101||ORG-RL151-RIPE|RIPE
20603|20000101||ORG-FT2-RIPE|RIPE
20604|20000101|ETRINFAS|@aut-20604-RIPE|RIPE
20606|20000101|GTS-RO|ORG-GTS2-RIPE|RIPE
20607|20000101|GU74-as|ORG-GJ4-RIPE|RIPE
20608|20000101|T-SYSTEMS-ITALIA-AS|@aut-20608-RIPE|RIPE
20610|20000101|AN-MEDIA|ORG-NML2-RIPE|RIPE
20611|20000101|UK-PS-Group|ORG-UPGL1-RIPE|RIPE
20612|20000101|SWISSIX|ORG-SWIX1-RIPE|RIPE
20615|20000101||ORG-GS120-RIPE|RIPE
20616|20000101|NETBRIDGE-AS|ORG-NIS7-RIPE|RIPE
20617|20000101|BNP-Paribas|ORG-BPS8-RIPE|RIPE
20618|20000101|DK-INFO-CONNECT|ORG-IA15-RIPE|RIPE
20619|20000101|ALANIT-AS|ORG-ALNT1-RIPE|RIPE
20621|20000101|OPENIT|ORG-OG2-RIPE|RIPE
20622|20000101|PERFETTI-AS|ORG-PVMG1-RIPE|RIPE
20623|20000101|Safelines|@aut-20623-RIPE|RIPE
20624|20000101||ORG-ES228-RIPE|RIPE
20625|20000101|HELSINGENET|ORG-HNA1-RIPE|RIPE
20626|20000101||ORG-SEEA1-RIPE|RIPE
20629|20000101|BIS|ORG-BL11-RIPE|RIPE
20631|20000101|ASARTECOM|ORG-AL133-RIPE|RIPE
20632|20000101|PETERSTAR-AS|ORG-OM1-RIPE|RIPE
20633|20000101|UNIFFM-NET|ORG-JWGF1-RIPE|RIPE
20634|20000101|TELECOM-LI|ORG-LLTA1-RIPE|RIPE
20635|20000101|HDI-GERLING|ORG-TUIR1-RIPE|RIPE
20637|20000101|EMAZE|ORG-ENS4-RIPE|RIPE
20638|20000101|MEGABITEX-IT|ORG-MS95-RIPE|RIPE
20640|20000101|TITAN-NETWORKS|@aut-20640-RIPE|RIPE
20641|20000101|LHCONE-RS|ORG-CEOF1-RIPE|RIPE
20642|20000101||ORG-BS80-RIPE|RIPE
20645|20000101|PUREPEAK-ASN|ORG-PL46-RIPE|RIPE
20646|20000101|CELOX|ORG-QA1-RIPE|RIPE
20647|20000101|IPB|ORG-IIPI2-RIPE|RIPE
20648|20000101|RAN-Networks|ORG-RI1-RIPE|RIPE
20649|20000101|ASFIBERSUNUCU|ORG-TIEH1-RIPE|RIPE
20650|20000101|TOLEDO-AS|ORG-TTS7-RIPE|RIPE
20652|20000101|UNITRON-AS|@aut-20652-RIPE|RIPE
20653|20000101|BYTEACTION-AS|ORG-BG5-RIPE|RIPE
20655|20000101|e-StyleISP-AS|ORG-SL23-RIPE|RIPE
20656|20000101|ELEKTRIM-AS|ORG-LISZ1-RIPE|RIPE
20657|20000101|ATLANTIS|ORG-ABL4-RIPE|RIPE
20658|20000101|COMPUTERDESIGN-AS|@aut-20658-RIPE|RIPE
20660|20000101|LE-UA-AS|ORG-LE8-RIPE|RIPE
20661|20000101|TurkmenTelecom-AS|ORG-TIN2-RIPE|RIPE
20662|20000101|MP-ELEKTRONIKA-AS|ORG-SMEL1-RIPE|RIPE
20663|20000101|INAR-VOLOGDA-AS|ORG-OM1-RIPE|RIPE
20665|20000101|VARNANET-AS|ORG-VNL1-RIPE|RIPE
20668|20000101|DATA-NET|ORG-DNS5-RIPE|RIPE
20670|20000101|INFANET-AS|ORG-ISK2-RIPE|RIPE
20672|20000101|GROUPE-SERVEUR-ASnumber|ORG-AS244-RIPE|RIPE
20675|20000101|FIMATEX-ASnumber|ORG-BS118-RIPE|RIPE
20676|20000101|QSC-1|ORG-QA1-RIPE|RIPE
20677|20000101|IMOS-AS|@aut-20677-RIPE|RIPE
20679|20000101|HSO|@aut-20679-RIPE|RIPE
20680|20000101|ATCOM-AS|@aut-20680-RIPE|RIPE
20681|20000101|SaxoBank|ORG-SBA39-RIPE|RIPE
20682|20000101|BGONE-AS|ORG-BL129-RIPE|RIPE
20684|20000101|TUEV-AS|ORG-TAHA1-RIPE|RIPE
20686|20000101|BISPING|ORG-BBCO1-RIPE|RIPE
20689|20000101|HCCNET|ORG-XIB1-RIPE|RIPE
20690|20000101|APATIT|ORG-JA6-RIPE|RIPE
20691|20000101|GLS-SLO-AS|ORG-GLSL1-RIPE|RIPE
20692|20000101|NETGATE-AS|@aut-20692-RIPE|RIPE
20693|20000101|INTERNET-XPRESS-AS|@aut-20693-RIPE|RIPE
20694|20000101|NMMN-AS|ORG-NMMN1-RIPE|RIPE
20695|20000101|CAP1-AS|@aut-20695-RIPE|RIPE
20696|20000101|Absnet|@aut-20696-RIPE|RIPE
20697|20000101|AGS-AS|ORG-AAGS1-RIPE|RIPE
20699|20000101||ORG-UAIS1-RIPE|RIPE
20700|20000101||ORG-RBA18-RIPE|RIPE
20701|20000101|MARIASCZ|ORG-MS79-RIPE|RIPE
20702|20000101|CSSMPS-AS|ORG-CSSO1-RIPE|RIPE
20703|20000101|CARBOCHIM-AS|ORG-CS111-RIPE|RIPE
20704|20000101|FUNKNETZ-AS|ORG-FA1-RIPE|RIPE
20705|20000101|HSBC-UK|ORG-HBP1-RIPE|RIPE
20707|20000101|AS20707|ORG-GIS4-RIPE|RIPE
20708|20000101|SKODA-AUTO|ORG-SAA36-RIPE|RIPE
20709|20000101|TICOM-AS|ORG-TL215-RIPE|RIPE
20710|20000101|Xinter-AS|@aut-20710-RIPE|RIPE
20712|20000101|AS20712|ORG-AAL2-RIPE|RIPE
