# format:aut|changed|aut_name|org_id|source
39871|20000101|NETNOD-GBG|ORG-NIE1-RIPE|RIPE
39872|20000101|MICROPOS-AS|ORG-MA185-RIPE|RIPE
39873|20000101|RMSK-comm|ORG-RUOT1-RIPE|RIPE
39875|20000101|W3Z|ORG-ZEL1-RIPE|RIPE
39877|20000101|JIS-AS|ORG-EFS1-RIPE|RIPE
39878|20000101|RAUTER-AS|ORG-PRG1-RIPE|RIPE
39879|20000101|SVC-AS|ORG-SSBU1-RIPE|RIPE
39881|20000101|ConsultCommerce-AS|ORG-CL50-RIPE|RIPE
39882|20000101|CASNET|ORG-CEL1-RIPE|RIPE
39883|20000101|TOYOTA-BANK-AS|ORG-TA215-RIPE|RIPE
39884|20000101|VOIPFONE-AS|ORG-ITL18-RIPE|RIPE
39885|20000101|PAYLIFE-AS|ORG-PBG2-RIPE|RIPE
39886|20000101|NOMOTECH|ORG-NMTC1-RIPE|RIPE
39887|20000101|TELEVIDEOCOM-AS|ORG-TS54-RIPE|RIPE
39889|20000101|DT-AS|ORG-DA123-RIPE|RIPE
39891|20000101|ALJAWWALSTC-AS|ORG-SSTC1-RIPE|RIPE
39894|20000101|AUFEMININ|ORG-AC23-RIPE|RIPE
39897|20000101|FERRERO-POLSKA-AS|ORG-FP12-RIPE|RIPE
39898|20000101|RUSLANTK|ORG-RTL4-RIPE|RIPE
39899|20000101|Natixis-AS|ORG-NS146-RIPE|RIPE
39900|20000101|NETBYTETELECOM-AS|ORG-NA180-RIPE|RIPE
39903|20000101|RMGC-SA|ORG-RMGC1-RIPE|RIPE
39904|20000101|MERIT-AS|ORG-MGA7-RIPE|RIPE
39905|20000101|EMAILVISION|ORG-EA254-RIPE|RIPE
39906|20000101|COPROSYS|ORG-CA781-RIPE|RIPE
39907|20000101|RUNSC|ORG-RS8-RIPE|RIPE
39908|20000101|DPTS-KVANT-AS|ORG-DK14-RIPE|RIPE
39909|20000101|PULMAN-EDU-AS|ORG-IOSS1-RIPE|RIPE
39912|20000101|i3B-AS|@aut-39912-RIPE|RIPE
39913|20000101|cotewa-as|ORG-CN19-RIPE|RIPE
39914|20000101|NFZ|ORG-POWN1-RIPE|RIPE
39915|20000101|PREM-AS|ORG-PGS3-RIPE|RIPE
39916|20000101|HERMES-AS|ORG-XXL1-RIPE|RIPE
39917|20000101|PKR_AS|ORG-PL25-RIPE|RIPE
39918|20000101|AZALGROUP|ORG-AGHS1-RIPE|RIPE
39919|20000101|SAVODATEL-AS|ORG-VA13-RIPE|RIPE
39920|20000101|RUTDN-AS|ORG-ZDTN1-RIPE|RIPE
39921|20000101|UK-RACKSPACE|ORG-RA33-RIPE|RIPE
39922|20000101|TLCM-AS|ORG-NLN1-RIPE|RIPE
39923|20000101|AS-UNIXSOLUTIONS|ORG-UB14-RIPE|RIPE
39924|20000101|KTM|ORG-TA216-RIPE|RIPE
39925|20000101|OPTINIUM-AS|ORG-OL82-RIPE|RIPE
39926|20000101|RADIOFLASH|ORG-SCB2-RIPE|RIPE
39927|20000101|Elight-AS|ORG-ELT1-RIPE|RIPE
39928|20000101|ASN-1PLUS1|ORG-PLUS1-RIPE|RIPE
39929|20000101|TAXTAM|ORG-TA194-RIPE|RIPE
39930|20000101|EPS-DG-AS|ORG-EDGS1-RIPE|RIPE
39931|20000101|ASIPTEL|ORG-FN30-RIPE|RIPE
39932|20000101|ERGON|ORG-EIA3-RIPE|RIPE
39933|20000101|MOORE-EURO-CAP-AS|ORG-MEC1-RIPE|RIPE
39935|20000101|NSMRT-AS|ORG-NL69-RIPE|RIPE
39936|20120224|PERFECTMARKET-ASN|PERFE-38-ARIN|ARIN
39937|20120320|MMUSA-AS|MEDIM-5-ARIN|ARIN
39938|20120507|RCW|RE-27-ARIN|ARIN
39939|20120224|SKYBEAM-39939|JABWI-ARIN|ARIN
39940|20120224|POLICE-AND-FIRE|PFFCU-1-ARIN|ARIN
39941|20120224|PACIFIC-WAVE|PACIF-24-ARIN|ARIN
39942|20120224|LIU-AS|LIU1-ARIN|ARIN
39943|20120302|ST-FRANCIS-COLLEGE|SFC-62-ARIN|ARIN
39944|20100420|TNA|3UTEL-ARIN|ARIN
39945|20120302|NUSPIRE|NUSPI-2-ARIN|ARIN
39946|20120302|CHICKFILA|CHICKF-ARIN|ARIN
39947|20120224|TMGHEALTH|TMGHE-ARIN|ARIN
39948|20120224|INIT-PHX|PHOE-ARIN|ARIN
39949|20120302|FMI-DR|FMSER-ARIN|ARIN
39950|20120224|GTR-AS|GBS-33-ARIN|ARIN
39951|20120224|FACIL12|FACIL12-ARIN|ARIN
39952|20120302|SPECTRA-AS|SPECT-108-ARIN|ARIN
39953|20120224|HRBL-LAX-INTERNET-BGP|HIA-23-ARIN|ARIN
39954|20120224|GATEWAYTC|GATEW-67-ARIN|ARIN
39955|20121212|FMI-PORTAL|FM-26-ARIN|ARIN
39956|20120302|CCPASN|CCPP-ARIN|ARIN
39957|20120224|PWP-ASN|PWP-12-ARIN|ARIN
39958|20120224|RAYMOND-BUILDING-SUPPLY-FORTMYERS-1|RBS-32-ARIN|ARIN
39959|20121213|AS-ITERACT-1|ITERA-ARIN|ARIN
39960|20140317|BARNES-AND-NOBLE|BARNES-4-ARIN|ARIN
39961|20120302|CCSF|SFDTIS-ARIN|ARIN
39962|20130812|PRETECS|PNM-15-ARIN|ARIN
39963|20120224|IP-SOLUTIONS|IPSOL-ARIN|ARIN
39964|20121213|MTI-AS1|MT-43-ARIN|ARIN
39965|20121114|RADIANT-GLOBAL|RGL-48-ARIN|ARIN
39966|20120224|GBPHBUMC|GBPHB-ARIN|ARIN
39967|20120302|WESLEY-CAPITAL-MANAGEMENT|WCML-4-ARIN|ARIN
39968|20140424|PRACTICE-FUSION|PF-171-ARIN|ARIN
39969|20120330|INTERNETDYNAMO|INTER-1447-ARIN|ARIN
39970|20120302|ASN-CELLU-4|CELLU-4-ARIN|ARIN
39971|20120302|BELL-IT-SERVICES|BIS-119-ARIN|ARIN
39973|20120224|INTERNATIONAL-FLAVORS-AND-FRAGRANCES|IFF-3-ARIN|ARIN
39974|20120302|SKYNAP-NET|SKYNA-1-ARIN|ARIN
39975|20120302|UDI-AS|UNIVE-145-ARIN|ARIN
39976|20121114|XETEX|XBS-7-ARIN|ARIN
39977|20120224|TRANSUNION-ADS-LNX1|TRANS-149-ARIN|ARIN
39978|20120224|REED-SMITH-ASN|RSL-29-ARIN|ARIN
39980|20120302|SMG-KC-INC|SMG-61-ARIN|ARIN
39981|20120302|STONE-POINT-CAPITAL-PUBLIC|SPCL-9-ARIN|ARIN
39982|20120302|UNICA-ONDEMAND|UNICA-4-ARIN|ARIN
39983|20120224|PBGC-HQ-AS|PBGC-ARIN|ARIN
39984|20120302|STARZENTERTAINMENT|SEGL-5-ARIN|ARIN
39985|20120302|RACKENGINES|CANAD-57-ARIN|ARIN
39986|20120224|GEORGE-FOX-UNIVERSITY|GFU-ARIN|ARIN
39987|20120224|KISD-ORG|KISD-ARIN|ARIN
39988|20120124|INTELLIGENT-TECHNOLOGY-SOLUTIONS|ITS-144-ARIN|ARIN
39989|20120302|WEBSTER-BANK|WEBSTE-3-ARIN|ARIN
39990|20120224|BCG|BCG-ARIN|ARIN
39991|20111209|MNW-ASN|MNWAC-ARIN|ARIN
39992|20120302|FDC-CTS-HOLDINGS|FDC-63-ARIN|ARIN
39993|20130531|HUDSONHEALTH-TTN|HHP-25-ARIN|ARIN
39994|20120302|NBSVOICE32AOA01|NBS-48-ARIN|ARIN
39995|20121114|BRIGHTROLL|BRIGH-196-ARIN|ARIN
39996|20120224|PANAVCA-ASN|PAC-59-ARIN|ARIN
39997|20120224|GLIC|GUARD-45-ARIN|ARIN
39998|20140625|WEBSERVIO-COLO-KNOXVILLE|WEBSE-13-ARIN|ARIN
39999|20120320|POLK-COUNTY-PUBLIC-SCHOOLS|PCPS-2-ARIN|ARIN
40000|20120615|NOBLIS-AUTONOMOUS-SYSTEM|MITRET-ARIN|ARIN
40001|20120302|VASTCOM-NET-01|VASTC-1-ARIN|ARIN
40002|20120302|DAIICHISANKYO|SANKY-ARIN|ARIN
40003|20120224|PSI-CU-SOFTWARE|PSI-73-ARIN|ARIN
40004|20120302|MOMENTAPHARMA|MOMEN-1-ARIN|ARIN
40005|20120302|CRAMER-IT|CIC-72-ARIN|ARIN
40006|20110504|DIRECTMAIL|DMGROU-ARIN|ARIN
40007|20120302|STFX-UNIVERSITY|SFXU-ARIN|ARIN
40008|20120224|FORMICA-EVENDALE|FORMIC-ARIN|ARIN
40009|20120302|BITGRAVITY|BITGR-ARIN|ARIN
40010|20120302|CPS-SALEM-NH|CPSL-6-ARIN|ARIN
40011|20120224|65-79-192-0-SYNIVERSE-CRX|PNTS-ARIN|ARIN
40012|20120302|CPS-DALLAS-TX|CPSL-6-ARIN|ARIN
40013|20120302|CARDINAL-LOGISTICS-MANAGEMENT-CORPORATION|CARDIN-10-ARIN|ARIN
40014|20120224|PUBLISHING-DATA-MANAGEMENT-INC|PDM-19-ARIN|ARIN
40015|20120302|MOVECLICKLLC|MOVEC-ARIN|ARIN
40016|20060607|MESIROW|MFH-7-ARIN|ARIN
40017|20120224|PPD-RESEARCH-TRIANGLE-PARK-NC|PPD-17-ARIN|ARIN
40018|20120302|CCCI|CARIB-27-ARIN|ARIN
40019|20120224|AMERICAN-SECURITIES|ICL-62-ARIN|ARIN
40020|20120224|FARMERS-TELECOMMUNICATIONS-COOPERATIVE-INC|FTC-49-ARIN|ARIN
40021|20120302|NORCAL-MUTUAL-INSURANCE-CO|NMI-21-ARIN|ARIN
40022|20120302|OMCY-OHIO|OMNIC-37-ARIN|ARIN
40023|20120302|ARBONNEINTERNATIONAL|ARBON-ARIN|ARIN
40024|20120224|TCMCL-ASN|TCMCL-ARIN|ARIN
40025|20141021|SIGNATUREBANK|SB-225-ARIN|ARIN
40026|20131125|DCSG-NUM1|DSG-54-ARIN|ARIN
40027|20130204|NETFLIX-ASN|SS-144-ARIN|ARIN
40028|20140512|3ZCANADA|SPDNE-ARIN|ARIN
40029|20120302|NOVUS-3|NOVUS-3-ARIN|ARIN
40030|20120302|ADICIO|ADICI-ARIN|ARIN
40031|20120302|SATCOM-SYSTEMS-ASN|SATCO-5-ARIN|ARIN
40032|20120224|QL-ASN-EP2|QLOGIC-1-ARIN|ARIN
40033|20140929|ANALYTICS|ACL-266-ARIN|ARIN
40034|20120302|CONFLUENCE-NETWORK-INC|CN-ARIN|ARIN
40035|20100504|HASTINGS-MUTUAL-INSURANCE-CO|HASTI-13-ARIN|ARIN
40037|20120224|LSR-LLP|LSRL-1-ARIN|ARIN
40038|20120302|MORAINEVALLEY-NET|MVCC-3-ARIN|ARIN
40039|20120302|ALPHA-AND-OMEGA-SEMICONDUCTOR-INCORPORATED|AOS-40-ARIN|ARIN
40040|20120224|LAITRAM-INTERNET|LAITR-ARIN|ARIN
40041|20120125|AS-WIREDRIVE|IOWACO-1-ARIN|ARIN
40042|20120302|SUFFOLK-COUNTY-GOVERNMENT|SCG-93-ARIN|ARIN
40043|20120224|LIFESPAN|LIFES-ARIN|ARIN
40044|20120224|BRONSON-HEALTHCARE-GROUP-INC|BHG-36-ARIN|ARIN
40046|20120224|TRIFICIENT-TECHNOLOGIES|TBTL-1-ARIN|ARIN
40047|20120224|IU1-KITS|IU1-ARIN|ARIN
40048|20120302|WEBFONEPARTNERS|WEBFO-2-ARIN|ARIN
40049|20120302|ESC-2|ESCR2-3-ARIN|ARIN
40050|20120302|CANADIAN-FREIGHTWAYS|CANAD-14-ARIN|ARIN
40051|20140505|DWS-HK|DWS-ARIN|ARIN
40052|20140507|EQUINIX-CX-NY|EQUINIX-ARIN|ARIN
40053|20120302|BIOWARECORPEDMONTON|BIOWAR-ARIN|ARIN
40054|20120302|AVATARA-LLC|AVATA-4-ARIN|ARIN
40055|20120224|THE-DOUGLAS-STEWART-COMPANY|THEDOU-1-ARIN|ARIN
40057|20120224|GAAQUA|GEORG-8-ARIN|ARIN
40058|20120224|GYROCAST|GL-25-ARIN|ARIN
40059|20120302|CBCCTS-HQNET|CBC-111-ARIN|ARIN
40060|20120302|OMNICITY|OMNIC-37-ARIN|ARIN
40061|20121114|UL-ASN-LAX1|UL-34-ARIN|ARIN
40062|20121213|ASCENDLEARNING|ALL-47-ARIN|ARIN
40063|20131028|CITATIONSHARES|CML-44-ARIN|ARIN
40064|20120224|JUMPTVINC-ASN-1|JUMPT-2-ARIN|ARIN
40065|20120302|CNSERVERS|CL-17-ARIN|ARIN
40066|20131202|FAST-SEARCH-AND-TRANSFER-INC|MSFT-ARIN|ARIN
40067|20120302|NEWEGG|NEWEG-ARIN|ARIN
40068|20120302|NEOVERA-AS40068|NEOVE-1-ARIN|ARIN
40069|20120320|AS-RSPIN|RSPIN-ARIN|ARIN
40070|20121115|SBCISD-AS|SBCISD-ARIN|ARIN
40071|20120320|IDIRECT|IDIRE-1-ARIN|ARIN
40072|20120302|NASHFINCH2|NASHFI-2-ARIN|ARIN
40073|20120302|NBA-ASN-USA|NBAPR-ARIN|ARIN
40074|20120302|BK-NET-PUB|BKC-5-ARIN|ARIN
40075|20120224|RADIOLOGYLTD-ASN|RADIOL-5-ARIN|ARIN
40076|20060620|DOVETEL|DCL-70-ARIN|ARIN
40077|20120224|LFCU|LFCU-ARIN|ARIN
40078|20120224|FAIRMONTSTATE|FSU-12-ARIN|ARIN
40079|20120302|NFP-INSURANCE-SERVICES-TEXAS|NFP-11-ARIN|ARIN
40080|20120302|SOUTH-BEND-MEDICAL-FOUNDATION|SBMF-ARIN|ARIN
40081|20130410|SOFT-FX-AS|FL-92-ARIN|ARIN
40082|20130410|APOG-COC|APOG-ARIN|ARIN
40083|20120224|LIBERTY-INTERNATIONAL-UNDERWRITERS-PDC|LIU-4-ARIN|ARIN
40084|20120224|GLW-BROADBAND|GLWBR-ARIN|ARIN
40085|20120224|KODIAKCOMPUTERSERVICES|KCS-41-ARIN|ARIN
40086|20131031|SC-LAW-ENFORCEMENT-DIVISION|SSC-295-ARIN|ARIN
40087|20120302|EMG-ASN-01|ERIEM-ARIN|ARIN
40089|20120302|BULLHORN-INC-BOSTON|BULLH-1-ARIN|ARIN
40090|20130410|RGC-WIRELESS|RW-24-ARIN|ARIN
40091|20120302|WVVANET|WVVAN-ARIN|ARIN
40092|20120224|LOOSEFOOT|LFCL-1-ARIN|ARIN
40093|20120302|CTHOUGHT|CREAT-17-ARIN|ARIN
40094|20120302|CARDIAC-SCIENCE-CORPORATION|CSC-326-ARIN|ARIN
40095|20060622|SRFC177|SRFC-ARIN|ARIN
40096|20120224|HPS-51-ASN|HPS-51-ARIN|ARIN
40097|20120224|PRINTINGFORLESS|PRINT-19-ARIN|ARIN
40098|20120302|CASNET|CAS-80-ARIN|ARIN
40100|20120302|ALURIUM|ALURI-ARIN|ARIN
40101|20140424|FBHS|FBHS-ARIN|ARIN
40102|20120302|MONTGOMERY-COLLEGE-AS1|MONTGO-11-ARIN|ARIN
40103|20120302|MAJESTIC-STEEL-USA|MSU-26-ARIN|ARIN
40104|20120815|DATA-PROCESSING-TOR|DP-ARIN|ARIN
40105|20120302|USINC|UNIVER-456-ARIN|ARIN
40106|20120224|RTA-AS|RTA-9-ARIN|ARIN
40107|20140424|QTS-DFW-1|QIPIL-ARIN|ARIN
40108|20120224|LOGNET|LVL-3-ARIN|ARIN
40109|20120302|BEIRNE-MAYNARD-PARSONS-LLP-HOUSTON|BMPL-3-ARIN|ARIN
40111|20120224|PARKERFIBERNET-AS-ROUTE|PFL-13-ARIN|ARIN
40112|20130107|AS-TDCNET|TDCNE-ARIN|ARIN
40113|20120302|SLHS-AS|MVRMC-ARIN|ARIN
40114|20120224|AS-IMPROCOM|IMPRO-2-ARIN|ARIN
40115|20120224|FFH-42010|FFH-4-ARIN|ARIN
40116|20120302|AS-NYSDI|NYSDI-ARIN|ARIN
40117|20120302|VBHS|VBHS-ARIN|ARIN
40118|20131104|THIRD-POINT-LLC|TPL-61-ARIN|ARIN
40119|20120302|NAIT|NAIT-ARIN|ARIN
40120|20120224|TAC-AMERICAS-AS-01|TACAM-1-ARIN|ARIN
40121|20120224|MAXWIRE-001|MAXWI-ARIN|ARIN
40122|20120302|MORTGAGE-INFORMATION-SERVICES-INC|MIS-192-ARIN|ARIN
40123|20140603|R2G-2|RSL-63-ARIN|ARIN
40124|20060727|THOMSON-NELSON|NDTCL-ARIN|ARIN
40125|20120302|CYBERNET-ENTERTAINMENT|CYBER-77-ARIN|ARIN
40126|20120224|AS-MOLSONCOORS|MCB-27-ARIN|ARIN
40127|20120224|LMANET|LMA-4-ARIN|ARIN
40128|20120302|MUSFIBERNET|MUS-2-ARIN|ARIN
40129|20120302|FREEDOMHEALTH|FHS-31-ARIN|ARIN
40130|20120224|KITTELSON-DIGIWEST-PORTLAND|KITTEL-ARIN|ARIN
40131|20120224|KITTELSON-DIGIWEST-TUCSON|KITTEL-ARIN|ARIN
40132|20120224|KITTELSON-DIGIWEST-BOISE|KITTEL-ARIN|ARIN
40133|20120224|KITTELSON-DIGIWEST-BALTIMORE|KITTEL-ARIN|ARIN
40134|20120224|KITTELSON-DIGIWEST-ORLANDO|KITTEL-ARIN|ARIN
40135|20120224|KITTELSON-DIGIWEST-FORTLAUDERDALE|KITTEL-ARIN|ARIN
40136|20120731|BMCM-ASN|BCML-6-ARIN|ARIN
40137|20120302|AWM-INVESTMENT|AIC-95-ARIN|ARIN
40138|20140424|MDNET|MDL-43-ARIN|ARIN
40139|20120224|JACKSON-TECHNICAL|JTL-11-ARIN|ARIN
40140|20120302|COGNEX-DU|COGNEX-ARIN|ARIN
40141|20120302|COGNEX-DU|COGNEX-ARIN|ARIN
40142|20140221|BGP1-FPWEBNET|AMPTE-ARIN|ARIN
40143|20120302|UTECH-JAMAICA|UTJ-2-ARIN|ARIN
40144|20120224|INTERCONTINENTAL-EXCHANGE|INTERC-93-ARIN|ARIN
40145|20120224|BLD-INT|BIG-43-ARIN|ARIN
40146|20120302|NMMA|NMMA-1-ARIN|ARIN
40147|20120224|1-SUMMER|PIVOT-6-ARIN|ARIN
40148|20140507|PRINCE-GEORGES-INTERGOVERNMENTAL-NETWORK|PGINCCC-ARIN|ARIN
40149|20120302|UBNET1-AS|UNIVER-273-ARIN|ARIN
40150|20120224|K12-VA-ASN|K12IN-ARIN|ARIN
40151|20140803|ELITE|ODU-ARIN|ARIN
40152|20120302|SABRETECH|SABRE-3-ARIN|ARIN
40153|20120302|DAM-LLC|DAML-2-ARIN|ARIN
40154|20120302|VRC-AS|VRC-18-ARIN|ARIN
40155|20120302|APLLI|APLLI-ARIN|ARIN
40156|20130206|THEOPT-HOU|THEOPT-2-ARIN|ARIN
40157|20120302|ADESA-CORP-AS|ADESA-19-ARIN|ARIN
40158|20120828|NCSD-01|DHS-39-ARIN|ARIN
40159|20120224|PRINCETON-REGIONAL-SCHOOLS|PRS-1-ARIN|ARIN
40160|20120302|NEUTRAL-TANDEM|NTAJC-ARIN|ARIN
40161|20120814|ATL-HOSTED|NSC-119-ARIN|ARIN
40162|20140424|FED-FARM-FUNDING-CORP|FFCBFC-ARIN|ARIN
40163|20140116|LSNJ-NETWORK|LSNJ-ARIN|ARIN
40164|20120302|CRI-AS1|CRI-ARIN|ARIN
40165|20120224|TERAMESH|TNL-6-ARIN|ARIN
40166|20120302|DAEMEN-COLLEGE|DAEME-ARIN|ARIN
40167|20120302|SCHIFFRINBARROWAY|SBL-26-ARIN|ARIN
40168|20140424|BATTPLUS|BPL-72-ARIN|ARIN
40170|20120224|MTR0-01|INTER-487-ARIN|ARIN
40171|20120302|SUNPOWERCORP|SC-4-ARIN|ARIN
40173|20120224|IRBS-ASN|IRBSE-ARIN|ARIN
40174|20120302|COOLACCESS|CAL-61-ARIN|ARIN
40175|20120320|HEALTHSOUTH|HEALT-63-ARIN|ARIN
40176|20120302|DATA-SUBSYSTEMS-INC-AS|DATAS-30-ARIN|ARIN
40177|20120224|TC-ASN|TC-ARIN|ARIN
40178|20120302|VOCOLLECT|VOCOL-1-ARIN|ARIN
40179|20120224|HC06|HCRHS-ARIN|ARIN
40180|20120302|VRC-NET|VRCL-ARIN|ARIN
40181|20120302|ELITESYSTEMS|ESL-63-ARIN|ARIN
40182|20120302|EAGECAPITALPARTNERSLP|ECPL-6-ARIN|ARIN
40183|20140424|BTL|BT-309-ARIN|ARIN
40184|20120302|LIONMTS-WT1|BNAL-2-ARIN|ARIN
40185|20120705|JUNCT|JUNCT-ARIN|ARIN
40186|20120302|EMB-FLL|EAH-ARIN|ARIN
40187|20120302|DMVENTURES|DMVEN-ARIN|ARIN
40188|20130723|TJN|THEJN-ARIN|ARIN
40189|20120224|LLO-CALTECH|LLO-4-ARIN|ARIN
40190|20120302|DE-CO-MPLS-CORE|WINDS-6-ARIN|ARIN
40191|20120224|AS-PRE2POST-1|PRE2P-ARIN|ARIN
40192|20120224|GABRIEL-CAPITAL|GCL-50-ARIN|ARIN
40193|20120224|AS-TRIT|TRITN-ARIN|ARIN
40194|20120224|INHOUSE-ASSOCIATES-LC|IAL-18-ARIN|ARIN
40195|20120224|LIQUIDNET-02|LIQUI-17-ARIN|ARIN
40196|20120302|WILLISNORTHAMERICA|WNA-20-ARIN|ARIN
40197|20130503|NBS-72|NBS-72-ARIN|ARIN
40198|20120508|MATINETWORKS|MAT-23-ARIN|ARIN
40199|20120302|COR-NYC|CIL-52-ARIN|ARIN
40200|20120302|ASN-MUNSON-CHARTER-ATT|MUNSON-ARIN|ARIN
40201|20120302|ASN-CSYSTEMS-2|MSTAR-ARIN|ARIN
40202|20060817|EAFP-ASN|EDAL-ARIN|ARIN
40203|20120224|GROWMARK|GROWM-4-ARIN|ARIN
40204|20120224|JSU-EDU-NET|JSU-1-ARIN|ARIN
40205|20120302|UNION-MUTUAL-OF-VERMONT-COMPANIES|UMVC-ARIN|ARIN
40206|20120224|RCGIM|RESEA-5-ARIN|ARIN
40208|20120224|GLHOMES|GHFC-ARIN|ARIN
40209|20120302|OMERSNY|OPEU-ARIN|ARIN
40210|20120224|GKNETASN|GALLAG-13-ARIN|ARIN
40211|20121213|STEINERSTUDIOS|EA-36-ARIN|ARIN
40212|20120302|ECL-ASN|ECL-62-ARIN|ARIN
40213|20060818|NBVP|NBVMCL-ARIN|ARIN
40214|20120224|BORDER-FEDERAL-CREDIT-UNION---BEDELL|BFCU-6-ARIN|ARIN
40215|20120302|CONTRANCORP-DAL|CONTR-14-ARIN|ARIN
40216|20120302|DOAR-LITIGATION-CONSULTING|DCIDLC-ARIN|ARIN
40217|20120302|SPG-IX|STPAU-9-ARIN|ARIN
40218|20120224|TEKCETERA-BORDER|TEKCE-ARIN|ARIN
40219|20140425|WHITE-WELD-SECURITIES|WWSWML-ARIN|ARIN
40220|20140416|MATP|VPISU-ARIN|ARIN
40221|20120224|FIDELUS|FTL-24-ARIN|ARIN
40222|20120302|CREDIT-ONE-AS|COB-6-ARIN|ARIN
40223|20120224|LMSD-ORG|LMSD-2-ARIN|ARIN
40224|20120302|SELECTCOM-TELECOM-ASN|SELEC-405-ARIN|ARIN
40226|20120302|AKUSA|AUFCU-1-ARIN|ARIN
40227|20140912|IPNS-LAB|INS-65-ARIN|ARIN
40228|20130905|INNOVATIVETEK-ASN|ITL-72-ARIN|ARIN
40229|20120302|MAINEHEALTH-MAINE-MEDICAL-CENTER|MMMC-2-ARIN|ARIN
40230|20120525|COLUMBUS-TEL-KS|CT-38-ARIN|ARIN
40231|20120302|ETHRN1|ETHRN-ARIN|ARIN
40232|20121115|AS-CRAZY8DOMAINS|CRAZY-3-ARIN|ARIN
40233|20120302|SLOM-INC|SLOMIN-ARIN|ARIN
40234|20120224|RAPIDPARTS|RAPID-14-ARIN|ARIN
40235|20120302|WEXFORD-CAPITAL-LLC|WCL-59-ARIN|ARIN
40236|20120302|NMTCDBAMATCOTOOLS|NMTCI-ARIN|ARIN
40237|20120302|UNITED-TELEPHONE|UNITED-32-ARIN|ARIN
40238|20120224|JOSTENS|JOSTEN-ARIN|ARIN
40239|20120224|TIC-AS|TIC-56-ARIN|ARIN
40240|20120224|IMMIX1-ASN|KWL-6-ARIN|ARIN
40241|20120302|ACTIONNET|AHC-59-ARIN|ARIN
40242|20130213|J2-DOC|JGC-4-ARIN|ARIN
40243|20120224|LIVINGSTONINTL|LIVIN-3-ARIN|ARIN
40244|20120224|TURNKEY-INTERNET|TURNK-1-ARIN|ARIN
40245|20120302|WAKE-FOREST-UNIVERSITY|WFU-ARIN|ARIN
40246|20120302|NMSU|NMSU-ARIN|ARIN
40247|20120224|GILBERT-HEINTZ-RANDOLPH|GHRL-ARIN|ARIN
40248|20120302|CSL0-AS|CSLO-1-ARIN|ARIN
40249|20120224|ICAPUSA001|INSTI-14-ARIN|ARIN
40250|20120320|AS-MHS-BGP-AS01|MHS-81-ARIN|ARIN
40251|20120302|SAGESO-40251|SAGESO-ARIN|ARIN
40252|20141124|CLEVELAND-MUNICIPAL-SCHOOL-DISTRICT|CMSD-ARIN|ARIN
40253|20120302|CASCADEO-CORPORATION|CASCA-56-ARIN|ARIN
40254|20120302|4601|SJC-6-ARIN|ARIN
40255|20120224|BRIGADE-CAPITAL-MANAGEMENT|BCML-7-ARIN|ARIN
40256|20120302|ACS-HCMS-ASN|ACS-396-ARIN|ARIN
40257|20120302|OIC-HQ|OIC-25-ARIN|ARIN
40258|20120302|CVFCU-MTATHOS|CVFCU-ARIN|ARIN
40259|20120302|AXIS-GLOBAL-AS|AGS-47-ARIN|ARIN
40260|20120224|TERRA-NETWORKS-MIAMI|TNO-2-ARIN|ARIN
40261|20120320|AS-MERCED1|MERCE-4-ARIN|ARIN
40262|20120224|PANTONE-AS|PANTON-ARIN|ARIN
40263|20120224|FC2-INC|FC2IN-1-ARIN|ARIN
40264|20120224|BAY-HOSTING|BAYHO-ARIN|ARIN
40265|20120302|CB-MAIN-INTERNET|CITYB-2-ARIN|ARIN
40266|20120302|SQN-NET|SPEED-40-ARIN|ARIN
40267|20120224|PCTI|PCTI-ARIN|ARIN
40268|20120224|SOLD-CORP|HOUSEV-ARIN|ARIN
40269|20131108|KTPA1440|KEC-16-ARIN|ARIN
40270|20120302|EPISD-ASN-1|EPISDE-ARIN|ARIN
40271|20120320|MEVIGO-092006|MEVIG-ARIN|ARIN
40272|20120302|ALLENINSTITUTE|AIBS-2-ARIN|ARIN
40273|20131108|FRONTPOINT-AS2|FPL-26-ARIN|ARIN
40274|20120224|PALISADES-CAPITAL|PCML-3-ARIN|ARIN
40275|20130131|SECURITYMETRICS|SECUR-131-ARIN|ARIN
40276|20120224|ASN-RISKMGMT-NJ|RMS-43-ARIN|ARIN
40277|20120302|CROUSE-HOSPITAL-AS|CROUS-2-ARIN|ARIN
40278|20120224|GRLAW-ASN|GHRP-ARIN|ARIN
40279|20120302|SWGA-NASHVILLE|SOUTH-85-ARIN|ARIN
40280|20120320|CDSKIT-NET-216-94-43-0|CDS-89-ARIN|ARIN
40281|20120224|QWKNET|QHL-ARIN|ARIN
40282|20120224|PNE-ASN|PNE-1-ARIN|ARIN
40283|20140425|MDRX|NT-54-ARIN|ARIN
40284|20120302|GSCBN|CGS-40-ARIN|ARIN
40285|20120302|NORTHLAND-CABLE|NCT-50-ARIN|ARIN
40286|20120302|OECAL-ASN|OECAL-ARIN|ARIN
40287|20120224|REDJACK|RL-3-ARIN|ARIN
40288|20120302|CFCU-AS|WPCFCU-ARIN|ARIN
40289|20121109|PHX-CGIAM|CGIAM-ARIN|ARIN
40290|20120302|COMTECHNOLOGIES|COMMU-45-ARIN|ARIN
40291|20120224|BCSU-AS|BCSU-1-ARIN|ARIN
40292|20120302|CINTAS|CINTAS-ARIN|ARIN
